Timestamp,Consumption
2021-01-07 07:00:00,510.37
2021-01-07 08:00:00,501.24
2021-01-07 09:00:00,499.45
2021-01-07 10:00:00,491.47
2021-01-07 11:00:00,476.78
2021-01-07 12:00:00,479.33
2021-01-07 13:00:00,462.02
2021-01-07 14:00:00,444.04
2021-01-07 15:00:00,445.0
2021-01-07 16:00:00,430.49
2021-01-07 17:00:00,435.3
2021-01-07 18:00:00,435.79
2021-01-07 19:00:00,427.26
2021-01-07 20:00:00,440.18
2021-01-07 21:00:00,443.78
2021-01-07 22:00:00,454.11
2021-01-07 23:00:00,469.13
2021-01-08 00:00:00,468.77
2021-01-08 01:00:00,476.58
2021-01-08 02:00:00,485.55
2021-01-08 03:00:00,494.21
2021-01-08 04:00:00,504.26
2021-01-08 05:00:00,510.34
2021-01-08 06:00:00,511.38
2021-01-08 07:00:00,512.77
2021-01-08 08:00:00,504.71
2021-01-08 09:00:00,505.55
2021-01-08 10:00:00,488.68
2021-01-08 11:00:00,493.95
2021-01-08 12:00:00,473.13
2021-01-08 13:00:00,455.36
2021-01-08 14:00:00,444.65
2021-01-08 15:00:00,444.13
2021-01-08 16:00:00,434.24
2021-01-08 17:00:00,434.93
2021-01-08 18:00:00,432.37
2021-01-08 19:00:00,431.0
2021-01-08 20:00:00,431.13
2021-01-08 21:00:00,434.14
2021-01-08 22:00:00,447.77
2021-01-08 23:00:00,463.93
2021-01-09 00:00:00,471.07
2021-01-09 01:00:00,474.12
2021-01-09 02:00:00,490.87
2021-01-09 03:00:00,500.21
2021-01-09 04:00:00,500.22
2021-01-09 05:00:00,509.41
2021-01-09 06:00:00,510.29
2021-01-09 07:00:00,502.92
2021-01-09 08:00:00,506.43
2021-01-09 09:00:00,501.09
2021-01-09 10:00:00,495.42
2021-01-09 11:00:00,485.62
2021-01-09 12:00:00,463.11
2021-01-09 13:00:00,454.96
2021-01-09 14:00:00,452.58
2021-01-09 15:00:00,444.28
2021-01-09 16:00:00,437.93
2021-01-09 17:00:00,450.63
2021-01-09 18:00:00,432.85
2021-01-09 19:00:00,437.04
2021-01-09 20:00:00,440.13
2021-01-09 21:00:00,444.97
2021-01-09 22:00:00,448.42
2021-01-09 23:00:00,463.44
2021-01-10 00:00:00,466.14
2021-01-10 01:00:00,479.17
2021-01-10 02:00:00,487.57
2021-01-10 03:00:00,498.69
2021-01-10 04:00:00,516.21
2021-01-10 05:00:00,499.3
2021-01-10 06:00:00,513.43
2021-01-10 07:00:00,500.57
2021-01-10 08:00:00,502.28
2021-01-10 09:00:00,503.73
2021-01-10 10:00:00,490.32
2021-01-10 11:00:00,474.96
2021-01-10 12:00:00,466.42
2021-01-10 13:00:00,463.05
2021-01-10 14:00:00,446.35
2021-01-10 15:00:00,442.8
2021-01-10 16:00:00,435.59
2021-01-10 17:00:00,428.1
2021-01-10 18:00:00,440.72
2021-01-10 19:00:00,434.53
2021-01-10 20:00:00,425.23
2021-01-10 21:00:00,442.65
2021-01-10 22:00:00,446.69
2021-01-10 23:00:00,463.91
2021-01-11 00:00:00,466.04
2021-01-11 01:00:00,479.78
2021-01-11 02:00:00,492.52
2021-01-11 03:00:00,502.61
2021-01-11 04:00:00,498.64
2021-01-11 05:00:00,506.96
2021-01-11 06:00:00,507.63
2021-01-11 07:00:00,505.37
2021-01-11 08:00:00,513.47
2021-01-11 09:00:00,500.31
2021-01-11 10:00:00,483.7
2021-01-11 11:00:00,484.94
2021-01-11 12:00:00,480.61
2021-01-11 13:00:00,464.81
2021-01-11 14:00:00,442.4
2021-01-11 15:00:00,439.29
2021-01-11 16:00:00,441.69
2021-01-11 17:00:00,427.82
2021-01-11 18:00:00,432.22
2021-01-11 19:00:00,435.24
2021-01-11 20:00:00,430.72
2021-01-11 21:00:00,441.42
2021-01-11 22:00:00,433.79
2021-01-11 23:00:00,454.53
2021-01-12 00:00:00,468.74
2021-01-12 01:00:00,474.11
2021-01-12 02:00:00,498.16
2021-01-12 03:00:00,491.13
2021-01-12 04:00:00,502.44
2021-01-12 05:00:00,509.29
2021-01-12 06:00:00,517.21
2021-01-12 07:00:00,501.46
2021-01-12 08:00:00,510.46
2021-01-12 09:00:00,498.34
2021-01-12 10:00:00,485.09
2021-01-12 11:00:00,482.66
2021-01-12 12:00:00,471.0
2021-01-12 13:00:00,456.65
2021-01-12 14:00:00,450.35
2021-01-12 15:00:00,439.79
2021-01-12 16:00:00,435.93
2021-01-12 17:00:00,434.67
2021-01-12 18:00:00,437.93
2021-01-12 19:00:00,425.17
2021-01-12 20:00:00,446.02
2021-01-12 21:00:00,431.96
2021-01-12 22:00:00,449.24
2021-01-12 23:00:00,462.59
2021-01-13 00:00:00,471.4
2021-01-13 01:00:00,477.24
2021-01-13 02:00:00,488.96
2021-01-13 03:00:00,495.82
2021-01-13 04:00:00,501.69
2021-01-13 05:00:00,512.89
2021-01-13 06:00:00,511.79
2021-01-13 07:00:00,505.17
2021-01-13 08:00:00,509.14
2021-01-13 09:00:00,499.82
2021-01-13 10:00:00,494.06
2021-01-13 11:00:00,483.5
2021-01-13 12:00:00,465.86
2021-01-13 13:00:00,456.85
2021-01-13 14:00:00,453.74
2021-01-13 15:00:00,444.77
2021-01-13 16:00:00,435.25
2021-01-13 17:00:00,431.95
2021-01-13 18:00:00,436.39
2021-01-13 19:00:00,428.41
2021-01-13 20:00:00,438.09
2021-01-13 21:00:00,440.7
2021-01-13 22:00:00,448.91
2021-01-13 23:00:00,465.14
2021-01-14 00:00:00,474.13
2021-01-14 01:00:00,484.42
2021-01-14 02:00:00,496.53
2021-01-14 03:00:00,498.39
2021-01-14 04:00:00,508.05
2021-01-14 05:00:00,507.09
2021-01-14 06:00:00,511.62
2021-01-14 07:00:00,507.99
2021-01-14 08:00:00,505.13
2021-01-14 09:00:00,501.26
2021-01-14 10:00:00,485.91
2021-01-14 11:00:00,490.81
2021-01-14 12:00:00,464.97
2021-01-14 13:00:00,453.58
2021-01-14 14:00:00,455.79
2021-01-14 15:00:00,445.67
2021-01-14 16:00:00,438.48
2021-01-14 17:00:00,434.5
2021-01-14 18:00:00,429.94
2021-01-14 19:00:00,426.88
2021-01-14 20:00:00,435.74
2021-01-14 21:00:00,438.33
2021-01-14 22:00:00,454.88
2021-01-14 23:00:00,458.91
2021-01-15 00:00:00,465.87
2021-01-15 01:00:00,478.75
2021-01-15 02:00:00,492.06
2021-01-15 03:00:00,495.47
2021-01-15 04:00:00,500.53
2021-01-15 05:00:00,509.86
2021-01-15 06:00:00,511.22
2021-01-15 07:00:00,506.1
2021-01-15 08:00:00,502.29
2021-01-15 09:00:00,499.44
2021-01-15 10:00:00,482.76
2021-01-15 11:00:00,473.32
2021-01-15 12:00:00,466.41
2021-01-15 13:00:00,458.58
2021-01-15 14:00:00,451.55
2021-01-15 15:00:00,449.09
2021-01-15 16:00:00,439.65
2021-01-15 17:00:00,430.56
2021-01-15 18:00:00,429.9
2021-01-15 19:00:00,426.35
2021-01-15 20:00:00,435.27
2021-01-15 21:00:00,440.27
2021-01-15 22:00:00,451.61
2021-01-15 23:00:00,455.51
2021-01-16 00:00:00,472.6
2021-01-16 01:00:00,488.02
2021-01-16 02:00:00,489.46
2021-01-16 03:00:00,500.29
2021-01-16 04:00:00,508.09
2021-01-16 05:00:00,506.63
2021-01-16 06:00:00,511.12
2021-01-16 07:00:00,508.7
2021-01-16 08:00:00,505.13
2021-01-16 09:00:00,494.42
2021-01-16 10:00:00,490.12
2021-01-16 11:00:00,482.84
2021-01-16 12:00:00,477.26
2021-01-16 13:00:00,464.44
2021-01-16 14:00:00,460.77
2021-01-16 15:00:00,437.88
2021-01-16 16:00:00,439.72
2021-01-16 17:00:00,432.28
2021-01-16 18:00:00,440.95
2021-01-16 19:00:00,427.32
2021-01-16 20:00:00,431.16
2021-01-16 21:00:00,438.72
2021-01-16 22:00:00,439.38
2021-01-16 23:00:00,457.02
2021-01-17 00:00:00,466.2
2021-01-17 01:00:00,481.1
2021-01-17 02:00:00,491.71
2021-01-17 03:00:00,507.67
2021-01-17 04:00:00,509.39
2021-01-17 05:00:00,505.75
2021-01-17 06:00:00,505.51
2021-01-17 07:00:00,511.1
2021-01-17 08:00:00,498.04
2021-01-17 09:00:00,507.44
2021-01-17 10:00:00,495.9
2021-01-17 11:00:00,478.01
2021-01-17 12:00:00,461.43
2021-01-17 13:00:00,466.42
2021-01-17 14:00:00,449.43
2021-01-17 15:00:00,447.9
2021-01-17 16:00:00,427.39
2021-01-17 17:00:00,428.37
2021-01-17 18:00:00,430.03
2021-01-17 19:00:00,431.6
2021-01-17 20:00:00,433.11
2021-01-17 21:00:00,444.83
2021-01-17 22:00:00,444.66
2021-01-17 23:00:00,458.94
2021-01-18 00:00:00,470.6
2021-01-18 01:00:00,482.92
2021-01-18 02:00:00,493.56
2021-01-18 03:00:00,492.66
2021-01-18 04:00:00,496.97
2021-01-18 05:00:00,515.03
2021-01-18 06:00:00,511.66
2021-01-18 07:00:00,504.89
2021-01-18 08:00:00,512.4
2021-01-18 09:00:00,498.86
2021-01-18 10:00:00,495.9
2021-01-18 11:00:00,480.69
2021-01-18 12:00:00,480.3
2021-01-18 13:00:00,468.42
2021-01-18 14:00:00,448.76
2021-01-18 15:00:00,446.57
2021-01-18 16:00:00,438.59
2021-01-18 17:00:00,438.21
2021-01-18 18:00:00,425.18
2021-01-18 19:00:00,434.79
2021-01-18 20:00:00,440.65
2021-01-18 21:00:00,432.92
2021-01-18 22:00:00,444.08
2021-01-18 23:00:00,449.45
2021-01-19 00:00:00,468.65
2021-01-19 01:00:00,483.94
2021-01-19 02:00:00,497.51
2021-01-19 03:00:00,498.65
2021-01-19 04:00:00,512.78
2021-01-19 05:00:00,501.74
2021-01-19 06:00:00,501.48
2021-01-19 07:00:00,508.36
2021-01-19 08:00:00,506.56
2021-01-19 09:00:00,498.12
2021-01-19 10:00:00,479.66
2021-01-19 11:00:00,479.91
2021-01-19 12:00:00,463.48
2021-01-19 13:00:00,463.0
2021-01-19 14:00:00,451.83
2021-01-19 15:00:00,437.02
2021-01-19 16:00:00,432.79
2021-01-19 17:00:00,426.07
2021-01-19 18:00:00,429.69
2021-01-19 19:00:00,436.14
2021-01-19 20:00:00,430.43
2021-01-19 21:00:00,444.24
2021-01-19 22:00:00,447.35
2021-01-19 23:00:00,455.68
2021-01-20 00:00:00,469.46
2021-01-20 01:00:00,475.18
2021-01-20 02:00:00,487.23
2021-01-20 03:00:00,492.29
2021-01-20 04:00:00,514.46
2021-01-20 05:00:00,508.81
2021-01-20 06:00:00,506.5
2021-01-20 07:00:00,509.71
2021-01-20 08:00:00,504.08
2021-01-20 09:00:00,497.18
2021-01-20 10:00:00,493.07
2021-01-20 11:00:00,484.14
2021-01-20 12:00:00,467.35
2021-01-20 13:00:00,456.77
2021-01-20 14:00:00,448.62
2021-01-20 15:00:00,430.21
2021-01-20 16:00:00,427.78
2021-01-20 17:00:00,438.2
2021-01-20 18:00:00,438.22
2021-01-20 19:00:00,430.12
2021-01-20 20:00:00,438.24
2021-01-20 21:00:00,443.27
2021-01-20 22:00:00,465.39
2021-01-20 23:00:00,465.25
2021-01-21 00:00:00,469.36
2021-01-21 01:00:00,475.58
2021-01-21 02:00:00,481.97
2021-01-21 03:00:00,499.3
2021-01-21 04:00:00,500.86
2021-01-21 05:00:00,501.53
2021-01-21 06:00:00,506.77
2021-01-21 07:00:00,503.23
2021-01-21 08:00:00,513.08
2021-01-21 09:00:00,502.69
2021-01-21 10:00:00,489.96
2021-01-21 11:00:00,487.75
2021-01-21 12:00:00,470.39
2021-01-21 13:00:00,455.34
2021-01-21 14:00:00,457.62
2021-01-21 15:00:00,444.41
2021-01-21 16:00:00,430.17
2021-01-21 17:00:00,430.41
2021-01-21 18:00:00,425.62
2021-01-21 19:00:00,424.45
2021-01-21 20:00:00,439.99
2021-01-21 21:00:00,451.26
2021-01-21 22:00:00,443.01
2021-01-21 23:00:00,462.46
2021-01-22 00:00:00,466.75
2021-01-22 01:00:00,477.92
2021-01-22 02:00:00,487.04
2021-01-22 03:00:00,493.96
2021-01-22 04:00:00,504.88
2021-01-22 05:00:00,504.48
2021-01-22 06:00:00,511.35
2021-01-22 07:00:00,508.39
2021-01-22 08:00:00,503.45
2021-01-22 09:00:00,493.75
2021-01-22 10:00:00,487.12
2021-01-22 11:00:00,484.13
2021-01-22 12:00:00,472.5
2021-01-22 13:00:00,454.76
2021-01-22 14:00:00,450.5
2021-01-22 15:00:00,445.47
2021-01-22 16:00:00,427.01
2021-01-22 17:00:00,434.08
2021-01-22 18:00:00,426.69
2021-01-22 19:00:00,434.22
2021-01-22 20:00:00,431.54
2021-01-22 21:00:00,432.69
2021-01-22 22:00:00,441.86
2021-01-22 23:00:00,459.89
2021-01-23 00:00:00,471.3
2021-01-23 01:00:00,475.83
2021-01-23 02:00:00,493.19
2021-01-23 03:00:00,489.98
2021-01-23 04:00:00,504.31
2021-01-23 05:00:00,502.58
2021-01-23 06:00:00,506.74
2021-01-23 07:00:00,508.87
2021-01-23 08:00:00,500.34
2021-01-23 09:00:00,496.36
2021-01-23 10:00:00,495.03
2021-01-23 11:00:00,477.47
2021-01-23 12:00:00,474.18
2021-01-23 13:00:00,454.0
2021-01-23 14:00:00,452.65
2021-01-23 15:00:00,448.92
2021-01-23 16:00:00,423.0
2021-01-23 17:00:00,427.38
2021-01-23 18:00:00,432.89
2021-01-23 19:00:00,430.35
2021-01-23 20:00:00,437.21
2021-01-23 21:00:00,438.7
2021-01-23 22:00:00,450.43
2021-01-23 23:00:00,458.87
2021-01-24 00:00:00,475.84
2021-01-24 01:00:00,481.62
2021-01-24 02:00:00,491.69
2021-01-24 03:00:00,496.22
2021-01-24 04:00:00,502.2
2021-01-24 05:00:00,506.47
2021-01-24 06:00:00,511.97
2021-01-24 07:00:00,506.53
2021-01-24 08:00:00,506.09
2021-01-24 09:00:00,508.66
2021-01-24 10:00:00,494.36
2021-01-24 11:00:00,478.72
2021-01-24 12:00:00,476.01
2021-01-24 13:00:00,457.61
2021-01-24 14:00:00,439.81
2021-01-24 15:00:00,436.68
2021-01-24 16:00:00,426.01
2021-01-24 17:00:00,429.61
2021-01-24 18:00:00,430.09
2021-01-24 19:00:00,439.75
2021-01-24 20:00:00,436.99
2021-01-24 21:00:00,440.62
2021-01-24 22:00:00,454.15
2021-01-24 23:00:00,448.59
2021-01-25 00:00:00,471.18
2021-01-25 01:00:00,484.21
2021-01-25 02:00:00,482.61
2021-01-25 03:00:00,504.0
2021-01-25 04:00:00,506.33
2021-01-25 05:00:00,506.56
2021-01-25 06:00:00,513.16
2021-01-25 07:00:00,519.99
2021-01-25 08:00:00,505.55
2021-01-25 09:00:00,499.53
2021-01-25 10:00:00,487.7
2021-01-25 11:00:00,476.1
2021-01-25 12:00:00,474.15
2021-01-25 13:00:00,455.37
2021-01-25 14:00:00,450.36
2021-01-25 15:00:00,439.33
2021-01-25 16:00:00,437.75
2021-01-25 17:00:00,433.03
2021-01-25 18:00:00,435.19
2021-01-25 19:00:00,428.81
2021-01-25 20:00:00,434.01
2021-01-25 21:00:00,436.82
2021-01-25 22:00:00,447.78
2021-01-25 23:00:00,461.53
2021-01-26 00:00:00,473.78
2021-01-26 01:00:00,475.74
2021-01-26 02:00:00,494.35
2021-01-26 03:00:00,505.06
2021-01-26 04:00:00,506.71
2021-01-26 05:00:00,518.02
2021-01-26 06:00:00,506.13
2021-01-26 07:00:00,502.41
2021-01-26 08:00:00,495.75
2021-01-26 09:00:00,505.76
2021-01-26 10:00:00,493.27
2021-01-26 11:00:00,480.07
2021-01-26 12:00:00,471.4
2021-01-26 13:00:00,454.02
2021-01-26 14:00:00,462.23
2021-01-26 15:00:00,442.36
2021-01-26 16:00:00,435.91
2021-01-26 17:00:00,434.99
2021-01-26 18:00:00,432.41
2021-01-26 19:00:00,432.48
2021-01-26 20:00:00,431.41
2021-01-26 21:00:00,444.07
2021-01-26 22:00:00,459.41
2021-01-26 23:00:00,466.37
2021-01-27 00:00:00,477.97
2021-01-27 01:00:00,477.8
2021-01-27 02:00:00,485.05
2021-01-27 03:00:00,497.66
2021-01-27 04:00:00,504.92
2021-01-27 05:00:00,514.11
2021-01-27 06:00:00,501.54
2021-01-27 07:00:00,516.28
2021-01-27 08:00:00,503.85
2021-01-27 09:00:00,496.15
2021-01-27 10:00:00,484.94
2021-01-27 11:00:00,472.08
2021-01-27 12:00:00,474.12
2021-01-27 13:00:00,460.01
2021-01-27 14:00:00,443.55
2021-01-27 15:00:00,435.24
2021-01-27 16:00:00,433.68
2021-01-27 17:00:00,439.71
2021-01-27 18:00:00,428.7
2021-01-27 19:00:00,423.85
2021-01-27 20:00:00,434.13
2021-01-27 21:00:00,440.35
2021-01-27 22:00:00,436.52
2021-01-27 23:00:00,459.38
2021-01-28 00:00:00,468.85
2021-01-28 01:00:00,483.83
2021-01-28 02:00:00,499.24
2021-01-28 03:00:00,503.92
2021-01-28 04:00:00,503.3
2021-01-28 05:00:00,503.1
2021-01-28 06:00:00,522.87
2021-01-28 07:00:00,508.93
2021-01-28 08:00:00,504.71
2021-01-28 09:00:00,498.16
2021-01-28 10:00:00,490.99
2021-01-28 11:00:00,479.63
2021-01-28 12:00:00,467.13
2021-01-28 13:00:00,456.91
2021-01-28 14:00:00,449.84
2021-01-28 15:00:00,439.0
2021-01-28 16:00:00,431.79
2021-01-28 17:00:00,431.9
2021-01-28 18:00:00,428.73
2021-01-28 19:00:00,438.88
2021-01-28 20:00:00,422.1
2021-01-28 21:00:00,447.17
2021-01-28 22:00:00,456.23
2021-01-28 23:00:00,449.28
2021-01-29 00:00:00,468.29
2021-01-29 01:00:00,478.5
2021-01-29 02:00:00,482.96
2021-01-29 03:00:00,494.4
2021-01-29 04:00:00,499.09
2021-01-29 05:00:00,517.4
2021-01-29 06:00:00,514.68
2021-01-29 07:00:00,514.99
2021-01-29 08:00:00,508.25
2021-01-29 09:00:00,492.64
2021-01-29 10:00:00,487.38
2021-01-29 11:00:00,482.8
2021-01-29 12:00:00,463.89
2021-01-29 13:00:00,463.21
2021-01-29 14:00:00,448.8
2021-01-29 15:00:00,439.84
2021-01-29 16:00:00,438.91
2021-01-29 17:00:00,433.58
2021-01-29 18:00:00,428.2
2021-01-29 19:00:00,437.16
2021-01-29 20:00:00,429.95
2021-01-29 21:00:00,444.8
2021-01-29 22:00:00,452.97
2021-01-29 23:00:00,458.1
2021-01-30 00:00:00,471.63
2021-01-30 01:00:00,474.1
2021-01-30 02:00:00,494.62
2021-01-30 03:00:00,497.36
2021-01-30 04:00:00,502.03
2021-01-30 05:00:00,513.88
2021-01-30 06:00:00,506.48
2021-01-30 07:00:00,501.59
2021-01-30 08:00:00,496.86
2021-01-30 09:00:00,501.31
2021-01-30 10:00:00,483.6
2021-01-30 11:00:00,489.13
2021-01-30 12:00:00,459.59
2021-01-30 13:00:00,468.13
2021-01-30 14:00:00,451.06
2021-01-30 15:00:00,441.23
2021-01-30 16:00:00,432.63
2021-01-30 17:00:00,433.36
2021-01-30 18:00:00,429.81
2021-01-30 19:00:00,436.88
2021-01-30 20:00:00,435.93
2021-01-30 21:00:00,442.47
2021-01-30 22:00:00,448.18
2021-01-30 23:00:00,459.36
2021-01-31 00:00:00,471.54
2021-01-31 01:00:00,471.8
2021-01-31 02:00:00,483.26
2021-01-31 03:00:00,502.0
2021-01-31 04:00:00,505.5
2021-01-31 05:00:00,507.72
2021-01-31 06:00:00,510.09
2021-01-31 07:00:00,510.37
2021-01-31 08:00:00,501.94
2021-01-31 09:00:00,494.39
2021-01-31 10:00:00,490.98
2021-01-31 11:00:00,475.46
2021-01-31 12:00:00,472.04
2021-01-31 13:00:00,451.13
2021-01-31 14:00:00,455.15
2021-01-31 15:00:00,444.08
2021-01-31 16:00:00,436.64
2021-01-31 17:00:00,436.28
2021-01-31 18:00:00,438.33
2021-01-31 19:00:00,436.43
2021-01-31 20:00:00,426.15
2021-01-31 21:00:00,435.32
2021-01-31 22:00:00,446.88
2021-01-31 23:00:00,459.78
2021-02-01 00:00:00,472.59
2021-02-01 01:00:00,476.72
2021-02-01 02:00:00,490.93
2021-02-01 03:00:00,494.51
2021-02-01 04:00:00,501.58
2021-02-01 05:00:00,501.6
2021-02-01 06:00:00,505.38
2021-02-01 07:00:00,501.88
2021-02-01 08:00:00,499.76
2021-02-01 09:00:00,503.55
2021-02-01 10:00:00,485.25
2021-02-01 11:00:00,493.51
2021-02-01 12:00:00,472.47
2021-02-01 13:00:00,460.57
2021-02-01 14:00:00,445.71
2021-02-01 15:00:00,445.22
2021-02-01 16:00:00,432.48
2021-02-01 17:00:00,431.97
2021-02-01 18:00:00,442.8
2021-02-01 19:00:00,430.88
2021-02-01 20:00:00,441.11
2021-02-01 21:00:00,438.2
2021-02-01 22:00:00,449.83
2021-02-01 23:00:00,468.5
2021-02-02 00:00:00,466.87
2021-02-02 01:00:00,489.42
2021-02-02 02:00:00,493.54
2021-02-02 03:00:00,495.47
2021-02-02 04:00:00,507.8
2021-02-02 05:00:00,513.5
2021-02-02 06:00:00,513.11
2021-02-02 07:00:00,500.79
2021-02-02 08:00:00,501.01
2021-02-02 09:00:00,497.05
2021-02-02 10:00:00,489.63
2021-02-02 11:00:00,483.46
2021-02-02 12:00:00,470.89
2021-02-02 13:00:00,452.97
2021-02-02 14:00:00,451.9
2021-02-02 15:00:00,444.77
2021-02-02 16:00:00,438.16
2021-02-02 17:00:00,436.77
2021-02-02 18:00:00,434.17
2021-02-02 19:00:00,433.66
2021-02-02 20:00:00,435.01
2021-02-02 21:00:00,433.41
2021-02-02 22:00:00,452.15
2021-02-02 23:00:00,460.69
2021-02-03 00:00:00,471.36
2021-02-03 01:00:00,473.97
2021-02-03 02:00:00,484.59
2021-02-03 03:00:00,503.55
2021-02-03 04:00:00,504.44
2021-02-03 05:00:00,512.04
2021-02-03 06:00:00,510.14
2021-02-03 07:00:00,508.79
2021-02-03 08:00:00,509.33
2021-02-03 09:00:00,495.7
2021-02-03 10:00:00,490.48
2021-02-03 11:00:00,478.04
2021-02-03 12:00:00,467.83
2021-02-03 13:00:00,458.1
2021-02-03 14:00:00,451.11
2021-02-03 15:00:00,439.32
2021-02-03 16:00:00,441.64
2021-02-03 17:00:00,426.89
2021-02-03 18:00:00,429.07
2021-02-03 19:00:00,429.16
2021-02-03 20:00:00,442.59
2021-02-03 21:00:00,442.7
2021-02-03 22:00:00,455.16
2021-02-03 23:00:00,452.22
2021-02-04 00:00:00,471.34
2021-02-04 01:00:00,484.8
2021-02-04 02:00:00,490.41
2021-02-04 03:00:00,503.61
2021-02-04 04:00:00,502.05
2021-02-04 05:00:00,515.68
